booth,remote,station,line_name,division,station_id,station_id_2,station_id_3,station_name,complex_id,complex_name,prior_remotes,prior_station_names,poe_loc,omny_id,booth_status,tracked_as,location
R226,R131,23 ST,6,IRT,405,,,23 St,405,,,,,,,,S/B E 23rd St
R226A,R131,23 ST,6,IRT,405,,,23 St,405,,,,,,,,S/B E 22nd St
R227,R131,23 ST,6,IRT,405,,,23 St,405,,,,,,,,N/B E 23rd St
R227A,R131,23 ST,6,IRT,405,,,23 St,405,,,,,,,,N/B E 22nd St
R228,R143,28 ST,6,IRT,404,,,28 St,404,,,,1949,21,,,S/B E 28th St
R229,R143,28 ST,6,IRT,404,,,28 St,404,,,,,,,,N/B E 28th St
R230,R143,28 ST,6,IRT,404,,,28 St,404,,,,,,,,S/B E 27th St
R231,R176,33 ST,6,IRT,403,,,33 St,403,,,,,,,,N/B E 33rd St
R231A,R176,33 ST,6,IRT,403,,,33 St,403,,,,,,,,N/B E 32nd St
R232,R176,33 ST,6,IRT,403,,,33 St,403,,,,,,,,S/B E 33rd St
R232A,R176,33 ST,6,IRT,403,,,33 St,403,,,,,,,,S/B E 32nd St
R233,R045,GRD CNTRL-42 ST,4567S,IRT,469,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,R236,Madison Ave W/S
R234,R045,GRD CNTRL-42 ST,4567S,IRT,469,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,Closed,,Madison Ave E/S
R235,R045,GRD CNTRL-42 ST,4567S,IRT,469,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,Madison-Vanderbilt Aves
R236,R045,GRD CNTRL-42 ST,4567S,IRT,469,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,Vanderbilt Ave
R237,R046,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,E 41st-E 42nd Sts
R237A,R047,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,Exit-only,R238,E 42nd St SE cnr
R237B,R047,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,E 42nd St SW cnr
R238,R046,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,2207,,,,E 42nd St NE cnr
R238A,R046,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,2208,,,,E 42nd St NW cnr
R240,R047,GRD CNTRL-42 ST,4567S,IRT,402,465,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,E 42nd St NW cnr
R240A,R047,GRD CNTRL-42 ST,4567S,IRT,402,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,R240,E 42nd St NE cnr
R241A,R048,GRD CNTRL-42 ST,4567S,IRT,465,,,Grand Central-42 St,610,Grand Central - 42 St,,42 ST-GRD CNTRL,,,,,3rd Ave
R242,R049,51 ST,6,IRT,401,,,51 St,612,51 St - Lexington Av / 53 St,,51 STREET,,41,,,S/B E 51st St
R242A,R049,51 ST,6,IRT,401,,,51 St,612,51 St - Lexington Av / 53 St,,51 STREET,,,,,S/B E 50th St
R243,R049,51 ST,6,IRT,401,,,51 St,612,51 St - Lexington Av / 53 St,,51 STREET,,,,,N/B E 51st St
R244,R050,59 ST,456NQRW,IRT,400,,,59 St,613,Lexington Av / 59 St,,59 STREET,,71,,,S/B E 60th St
R244A,R050,59 ST,456NQRW,IRT,400,,,59 St,613,Lexington Av / 59 St,,59 STREET,2215,72,,,S/B E 59th St
R245,R051,59 ST,456NQRW,IRT,400,,,59 St,613,Lexington Av / 59 St,,59 STREET,2216,73,,,N/B E 60th St
R245A,R051,59 ST,456NQRW,IRT,400,,,59 St,613,Lexington Av / 59 St,,59 STREET,,74,,,N/B E 59th St
R246,R177,68ST-HUNTER CO,6,IRT,399,,,68 St-Hunter College,399,,,68ST-HUNTER COL,1956,,,,E 68th St
R247,R178,77 ST,6,IRT,398,,,77 St,398,,,,,,,,N/B E 77th St
R248,R178,77 ST,6,IRT,398,,,77 St,398,,,,,38,,,S/B E 77th St
R249,R179,86 ST,456,IRT,397,,,86 St,397,,,,,,,,N/B E 86th St
R250,R179,86 ST,456,IRT,397,,,86 St,397,,,,,,,,S/B E 86th St
R251,R144,96 ST,6,IRT,396,,,96 St,396,,,,,,,,E 96th St
R252,R180,103 ST,6,IRT,395,,,103 St,395,,,,,,,,E 103rd St
R253,R181,110 ST,6,IRT,394,,,110 St,394,,,,,,,,N/B E 110th St
R254,R181,110 ST,6,IRT,394,,,110 St,394,,,,,,,,S/B E 110th St
R255,R181,110 ST,6,IRT,394,,,110 St,394,,,,,,Closed,,N/B E 111th St
R256,R182,116 ST,6,IRT,393,,,116 St,393,,,,,,,,S/B E 116th St
R257,R182,116 ST,6,IRT,393,,,116 St,393,,,,,,,,N/B E 116th St
R258,R132,125 ST,456,IRT,392,,,125 St,392,,,,,,,,E 125th St
R259,R307,138/GRAND CONC,45,IRT,391,,,138 St-Grand Concourse,391,,,"138 ST,138 ST-GR CONC",,,,,E 138th St
R260,R205,149/GRAND CONC,245,IRT,390,435,,149 St-Grand Concourse,603,149 St - Grand Concourse,,"149 ST-GR CONC*,149 ST-GR CONC",,,,,
R261,R205,149/GRAND CONC,245,IRT,390,435,,149 St-Grand Concourse,603,149 St - Grand Concourse,,149 ST-GR CONC,,,,,
R262,R195,161/YANKEE STAD,4BD,IRT,389,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,,,,E 161st St
R262A,R195,161/YANKEE STAD,4BD,IRT,389,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,,,,E 160th St N
R262B,R195,161/YANKEE STAD,4BD,IRT,389,,,161 St-Yankee Stadium,604,161 St - Yankee Stadium,,161 ST-YANKEE,,,,,E 160th St S
R283,R221,167 ST,4,IRT,388,,,167 St,388,,,,,,,,E 167th St
R284,R243,170 ST,4,IRT,387,,,170 St,387,,,,,,,,170th St
R285,R308,MT EDEN AV,4,IRT,386,,,Mt Eden Av,386,,,MT EDEN AVE,,,,,E Mount Eden Ave
R286,R309,176 ST,4,IRT,385,,,176 St,385,,,,,,,,E 176th St
R287,R244,BURNSIDE AV,4,IRT,384,,,Burnside Av,384,,,BURNSIDE AVE,,,,,E Burnside Ave
R288,R275,183 ST,4,IRT,383,,,183 St,383,,,,,,,,E 183rd St
R289,R119,FORDHAM RD,4,IRT,382,,,Fordham Rd,382,,,FORDHAM ROAD,,,,,E Fordham Rd
R290,R161,KINGSBRIDGE RD,4,IRT,381,,,Kingsbridge Rd,381,,,,,,,,E Kingsbridge Rd
R291,R183,BEDFORD PK BLVD,4,IRT,380,,,Bedford Park Blvd-Lehman College,380,,,BEDFORD PARK BL,,,,,Bedford Park Blvd
R293,R133,MOSHOLU PKWY,4,IRT,379,,,Mosholu Pkwy,379,,,"MOSHOLU PKY,MOSHOLU PARKWAY",,,,,Mosholu Pkwy
R294,R052,WOODLAWN,4,IRT,378,,,Woodlawn,378,,,WOODLAWN ROAD,,,,,Bainbridge Ave
R301,R323,CENTRAL PK N110,23,IRT,441,,,Central Park North (110 St),441,,,"110 ST,110 ST-CPN",,,,,W 110th St
R302,R324,116 ST,23,IRT,440,,,116 St,440,,,,,,,,S/B W 116th St
R303,R324,116 ST,23,IRT,440,,,116 St,440,,,,,,,,N/B W 116th St
R304,R206,125 ST,23,IRT,439,,,125 St,439,,,,,,,,S/B W 125th St
R305,R206,125 ST,23,IRT,439,,,125 St,439,,,,,,,,N/B W 125th St
R306,R207,135 ST,23,IRT,438,,,135 St,438,,,,,,,,S/B W 135th St
R307,R207,135 ST,23,IRT,438,,,135 St,438,,,,,,,,N/B W 135th St
R308,R344,145 ST,3,IRT,437,,,145 St,437,,,,,,,,S/B W 145th St
R309,R345,HARLEM 148 ST,3,IRT,436,,,Harlem-148 St,436,,,148 ST-LENOX,,,,,Adam Clayton Powell Jr Blvd
R310,R053,3 AV-149 ST,25,IRT,434,,,3 Av-149 St,434,,,"149 ST - 3 AVE,149 ST-3 AVE",,,,,S/B 3rd Ave
R311,R053,3 AV-149 ST,25,IRT,434,,,3 Av-149 St,434,,,"149 ST - 3 AVE,149 ST-3 AVE",,,,,N/B 3rd Ave
R312,R405,JACKSON AV,25,IRT,433,,,Jackson Av,433,,,JACKSON AVE,,,,,Jackson Ave
R314,R406,PROSPECT AV,25,IRT,432,,,Prospect Av,432,,,PROSPECT AVE,,,,,S/B Prospect Ave
R315,R406,PROSPECT AV,25,IRT,432,,,Prospect Av,432,,,PROSPECT AVE,,,,,N/B Prospect Ave
R316,R407,INTERVALE AV,25,IRT,431,,,Intervale Av,431,,,INTERVALE-163,,,,,Intervale Ave
R317,R408,SIMPSON ST,25,IRT,430,,,Simpson St,430,,,,,,,,N/B Simpson St
R318,R408,SIMPSON ST,25,IRT,430,,,Simpson St,430,,,,,,,,S/B Simpson St
R319,R409,FREEMAN ST,25,IRT,429,,,Freeman St,429,,,,,,,,N/B Freeman St
R320,R409,FREEMAN ST,25,IRT,429,,,Freeman St,429,,,,,,,,S/B Freeman St
R321,R386,174 ST,25,IRT,428,,,174 St,428,,,,,,,,N/B E 174th St
R322,R386,174 ST,25,IRT,428,,,174 St,428,,,,,,,,S/B E 174th St
R323,R387,WEST FARMS SQ,25,IRT,427,,,West Farms Sq-E Tremont Av,427,,,"E TREMONT AV,E TREMONT AVE",,,,,E Tremont Ave
R323A,R387,WEST FARMS SQ,25,IRT,427,,,West Farms Sq-E Tremont Av,427,,,"E TREMONT AV,E TREMONT AVE",,,,R323,E 178th St
R325,R388,E 180 ST,25,IRT,426,,,E 180 St,426,,,,,,,,E 180th St
R326,R389,BRONX PARK EAST,25,IRT,425,,,Bronx Park East,425,,,,,,,,Sagamore St
R327,R361,PELHAM PKWY,25,IRT,424,,,Pelham Pkwy,424,,,"PELHAM PKY,PELHAM PARKWAY",,,,,Pelham Pkwy S
R328,R361,PELHAM PKWY,25,IRT,424,,,Pelham Pkwy,424,,,"PELHAM PKY,PELHAM PARKWAY",,,,,Pelham Pkwy N
R329,R362,ALLERTON AV,25,IRT,423,,,Allerton Av,423,,,ALLERTON AVE,,,,,Allerton Ave
R330,R363,BURKE AV,25,IRT,422,,,Burke Av,422,,,BURKE AVE,,,,,Burke Ave
R331,R364,GUN HILL RD,25,IRT,421,,,Gun Hill Rd,421,,,GUN HILL ROAD,,,,,Gun Hill Rd
R332,R365,219 ST,25,IRT,420,,,219 St,420,,,,,,,,E 219th St
R333,R366,225 ST,25,IRT,419,,,225 St,419,,,,,,,,E 225th St
R334,R367,233 ST,25,IRT,418,,,233 St,418,,,,,,,,E 233rd St
R335,R444,NEREID AV,25,IRT,417,,,Nereid Av,417,,,"238 ST,NEREID AVE",,,,,Nereid Ave
R336,R145,WAKEFIELD/241,2,IRT,416,,,Wakefield-241 St,416,,,"241 ST,WAKEFIELD-241",,,,,E 241st St
R400,R445,3 AV 138 ST,6,IRT,377,,,3 Av-138 St,377,,,"138 ST-3 AV,138 ST-3 AVE",,,,R401,3rd Ave
R401,R445,3 AV 138 ST,6,IRT,377,,,3 Av-138 St,377,,,"138 ST-3 AV,138 ST-3 AVE",,,,,Alexander Ave
R402,R446,BROOK AV,6,IRT,376,,,Brook Av,376,,,BROOK AVE,,,,,S/B Brook Ave
R403,R446,BROOK AV,6,IRT,376,,,Brook Av,376,,,BROOK AVE,,,,,N/B Brook Ave
R404,R447,CYPRESS AV,6,IRT,375,,,Cypress Av,375,,,CYPRESS AVE,,,,,S/B Jackson Ave
R405,R447,CYPRESS AV,6,IRT,375,,,Cypress Av,375,,,CYPRESS AVE,,,,,N/B Jackson Ave
R406,R448,E 143/ST MARY'S,6,IRT,374,,,E 143 St-St Mary's St,374,,,E 143 ST,,,,,S/B E 143rd St
R407,R448,E 143/ST MARY'S,6,IRT,374,,,E 143 St-St Mary's St,374,,,E 143 ST,,,,,N/B E 143rd St
R408,R449,E 149 ST,6,IRT,373,,,E 149 St,373,,,,,,,,S/B E 149th St
R409,R449,E 149 ST,6,IRT,373,,,E 149 St,373,,,,,,,,N/B E 149th St
R410,R450,LONGWOOD AV,6,IRT,372,,,Longwood Av,372,,,LONGWOOD AVE,,,,,S/B Longwood Ave
R411,R450,LONGWOOD AV,6,IRT,372,,,Longwood Av,372,,,LONGWOOD AVE,,,,,N/B Longwood Ave
R412,R146,HUNTS POINT AV,6,IRT,371,,,Hunts Point Av,371,,,HUNTS POINT AVE,,,,,Hunts Point Ave
R413,R325,WHITLOCK AV,6,IRT,370,,,Whitlock Av,370,,,WHITLOCK AVE,,,,,Westchester Ave
R414,R162,ELDER AV,6,IRT,369,,,Elder Av,369,,,ELDER AVE,,,,,Elder Ave
R415,R120,MORISN AV/SNDVW,6,IRT,368,,,Morrison Av-Soundview,368,,,MORRISON AVE,,,,,Morrison Ave
R416,R245,ST LAWRENCE AV,6,IRT,367,,,St Lawrence Av,367,,,ST LAWRENCE AVE,,,,,St Lawrence Ave
R417,R222,PARKCHESTER,6,IRT,366,,,Parkchester,366,,,E 177 ST-PARKCH,,,,,Hugh J. Grant Circle
R418,R106,CASTLE HILL AV,6,IRT,365,,,Castle Hill Av,365,,,CASTLE HILL AVE,,,,,Castle Hill Ave
R419,R326,ZEREGA AV,6,IRT,364,,,Zerega Av,364,,,ZEREGA AVE,,,,,Zerega Ave
R420,R107,WESTCHESTER SQ,6,IRT,363,,,Westchester Sq-E Tremont Av,363,,,,,,,,Ferris Pl
R421,R427,MIDDLETOWN RD,6,IRT,362,,,Middletown Rd,362,,,MIDDLETOWN ROAD,,,,,Middletown Rd
R422,R428,BUHRE AV,6,IRT,361,,,Buhre Av,361,,,BUHRE AVE,,,,,Buhre Ave
R423,R429,PELHAM BAY PARK,6,IRT,360,,,Pelham Bay Park,360,,,,,,,,Bruckner Blvd
R500,R054,5 AVE,7BDFM,IRT,466,,,5 Av,609,42 St - Bryant Pk / 5 Av,,"FIFTH AVE,5 AVE-BRYANT PK",,,,R501,6th Ave
R501,R054,5 AVE,7BDFM,IRT,466,,,5 Av,609,42 St - Bryant Pk / 5 Av,,"FIFTH AVE,5 AVE-BRYANT PK",,508,,,5th Ave
R503,R276,VERNON-JACKSON,7,IRT,464,,,Vernon Blvd-Jackson Av,464,,,VERNON/JACKSON,,,,,N/B Vernon Blvd
R504,R276,VERNON-JACKSON,7,IRT,464,,,Vernon Blvd-Jackson Av,464,,,VERNON/JACKSON,,,,,S/B Vernon Blvd
R505,R276,VERNON-JACKSON,7,IRT,464,,,Vernon Blvd-Jackson Av,464,,,VERNON/JACKSON,,,Exit-only,R503,N/B Jackson Ave
R506,R276,VERNON-JACKSON,7,IRT,464,,,Vernon Blvd-Jackson Av,464,,,VERNON/JACKSON,,,,,S/B Jackson Ave
R507,R134,HUNTERS PT AV,7,IRT,463,,,Hunters Point Av,463,,,HUNTERS PT AVE,,,,,49th Ave
R508,R346,COURT SQ,7,IRT,462,281,,Court Sq,606,Court Sq - 23 St,,45 RD-COURT H S,,,,,45th Rd
R509,R121,QUEENSBORO PLZ,7NQW,IRT,461,,,Queensboro Plaza,461,,,,,,,,27th St
R510,R090,39 AV,NQW,BMT,6,,,39 Av-Dutch Kills,6,,,"BEEBE-39 AV,BEEBE-39 AVE",,,,,39th Ave
R511,R091,36 AV,NQW,BMT,5,,,36 Av,5,,,WASHINGTON-36 A,,,,,36th Ave
R512,R092,BROADWAY,NQW,BMT,4,,,Broadway,4,,,BROADWAY-31 ST,,,,,Broadway
R513,R093,30 AV,NQW,BMT,3,,,30 Av,3,,,"GRAND-30 AV,GRAND-30 AVE",,,,,30th Ave
R514,R094,ASTORIA BLVD,NQW,BMT,2,,,Astoria Blvd,2,,,HOYT ST-ASTORIA,,,,,Hoyt St
R515,R095,ASTORIA DITMARS,NQW,BMT,1,,,Astoria-Ditmars Blvd,1,,,DITMARS BL-31 S,,,,,Ditmars Blvd
R516,R291,33 ST-RAWSON ST,7,IRT,460,,,33 St-Rawson St,460,,,33 ST/RAWSON ST,,,,,33rd St
R517,R291,33 ST-RAWSON ST,7,IRT,460,,,33 St-Rawson St,460,,,33 ST/RAWSON ST,,,,,34th St
R518,R261,40 ST LOWERY ST,7,IRT,459,,,40 St-Lowery St,459,,,40 ST-LOWERY ST,,,,,40th St
R519,R223,46 ST BLISS ST,7,IRT,458,,,46 St-Bliss St,458,,,46 ST-BLISS ST,,,,,46th St
R520,R223,46 ST BLISS ST,7,IRT,458,,,46 St-Bliss St,458,,,46 ST-BLISS ST,,,,,47th St
R521,R327,52 ST,7,IRT,457,,,52 St,457,,,52 ST-LINCOLN,,,,,52nd St
R522,R327,52 ST,7,IRT,457,,,52 St,457,,,52 ST-LINCOLN,,,,R521,53rd St
R523,R147,61 ST WOODSIDE,7,IRT,456,,,Woodside-61 St,456,,,61 ST/WOODSIDE,,,,,61st St
R524,R347,69 ST,7,IRT,455,,,69 St,455,,,"69 ST-FISK AV,69 ST-FISK AVE",,,,,69th St
R525,R018,74 ST-BROADWAY,7EFMR,IRT,454,,,74 St-Broadway,616,Jackson Hts-Roosevelt Av / 74 St,,,,,,,74th St
R526,R096,82 ST-JACKSON H,7,IRT,453,,,82 St-Jackson Hts,453,,,,,,,,82nd St
R527,R122,90 ST-ELMHURST,7,IRT,452,,,90 St-Elmhurst Av,452,,,,,,,,90th St
R528,R097,JUNCTION BLVD,7,IRT,451,,,Junction Blvd,451,,,,,,,,Junction Blvd
R529,R208,103 ST-CORONA,7,IRT,450,,,103 St-Corona Plaza,450,,,,,,,,103rd St
R530,R310,111 ST,7,IRT,449,,,111 St,449,,,,,,,,111th St
R531,R310,111 ST,7,IRT,449,,,111 St,449,,,,,,Closed,,112th St
R532,R328,METS-WILLETS PT,7,IRT,448,,,Mets-Willets Point,448,,,WILLETS PT-SHEA,,,,,Mets Plaza
R532G,R328,METS-WILLETS PT,7,IRT,448,,,Mets-Willets Point,448,,,WILLETS PT-SHEA,,,Closed,,
R532H,R328,METS-WILLETS PT,7,IRT,448,,,Mets-Willets Point,448,,,WILLETS PT-SHEA,,,,,S/B Flushing Meadows Pedestrian Bridge
R533,R055,FLUSHING-MAIN,7,IRT,447,,,Flushing-Main St,447,,,MAIN ST,,664,,,Main St
R534,R055,FLUSHING-MAIN,7,IRT,447,,,Flushing-Main St,447,,,MAIN ST,,665,,,Union St
R550,R072,34 ST-HUDSON YD,7,IRT,471,,,34 St-Hudson Yards,471,,,,,613,,,W 34th St
R551,R072,34 ST-HUDSON YD,7,IRT,471,,,34 St-Hudson Yards,471,,,,,,,,W 35th St
R600,R224,CLARK ST,23,IRT,334,,,Clark St,334,,,,,707,,,Henry St
R601A,R108,BOROUGH HALL,2345R,IRT,335,24,,Borough Hall,620,Borough Hall / Court St,,BOROUGH HALL/CT,,14,,,Montague St
R602,R108,BOROUGH HALL,2345R,IRT,415,,,Borough Hall,620,Borough Hall / Court St,,BOROUGH HALL/CT,,16,,,Court St E/S
R604,R108,BOROUGH HALL,2345R,IRT,415,,,Borough Hall,620,Borough Hall / Court St,,BOROUGH HALL/CT,,17,,,Court St W/S
R605,R456,HOYT ST,23,IRT,336,,,Hoyt St,336,,,,,708,,,N/B Bridge St
R606,R225,HOYT ST,23,IRT,336,,,Hoyt St,336,,,,,709,,,S/B Hoyt St
R607,R225,HOYT ST,23,IRT,336,,,Hoyt St,336,,,,,,Closed,,N/B Duffield St
R608,R056,NEVINS ST,2345,IRT,337,,,Nevins St,337,,,,,3,,,S/B Nevins St
R609,R056,NEVINS ST,2345,IRT,337,,,Nevins St,337,,,,2227,,,,N/B Nevins St
R610,R057,ATL AV-BARCLAY,2345BDNQR,IRT,338,40,,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,,"ATLANTIC AVE,BARCLAYS CENTER",,10,,,Hanson Pl
R612,R057,ATL AV-BARCLAY,BDNQR2345,IRT,338,40,,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,,"ATLANTIC AVE,BARCLAYS CENTER",2110,8,,,Atlantic Ave
R616,R057,ATL AV-BARCLAY,BDNQR2345,IRT,338,40,,Atlantic Av-Barclays Ctr,617,Atlantic Av-Barclays Ctr,,"ATLANTIC AVE,BARCLAYS CENTER",,,Closed,,Atlantic Terminal
R617,R058,BERGEN ST,23,IRT,339,,,Bergen St,339,,,,,712,,,N/B Bergen St
R618,R058,BERGEN ST,23,IRT,339,,,Bergen St,339,,,,,713,,,S/B Bergen St
R619,R059,GRAND ARMY PLAZ,23,IRT,340,,,Grand Army Plaza,340,,,,,,,,Plaza St
R620,R060,EASTN PKWY-MUSM,23,IRT,341,,,Eastern Pkwy-Brooklyn Museum,341,,,,,,Closed,,Mt Prospect
R621,R060,EASTN PKWY-MUSM,23,IRT,341,,,Eastern Pkwy-Brooklyn Museum,341,,,EASTERN PKWY,,,,,Brooklyn Museum
R622,R123,FRANKLIN AV,2345S,IRT,342,,,Franklin Avenue-Medgar Evers College,626,Franklin Av-Medgar Evers College / Botanic Garden,,FRANKLIN AVE,,,,,Franklin Ave
R623,R061,NOSTRAND AV,3,IRT,343,,,Nostrand Av,343,,,NOSTRAND AVE,,,,,Nostrand Ave
R624,R124,KINGSTON AV,3,IRT,344,,,Kingston Av,344,,,KINGSTON AVE,,,,,Kingston Ave
R625,R062,CROWN HTS-UTICA,34,IRT,345,,,Crown Hts-Utica Av,345,,,UTICA AVE,,,,,Schenectady Ave
R626,R062,CROWN HTS-UTICA,34,IRT,345,,,Crown Hts-Utica Av,345,,,UTICA AVE,,,,,Utica Ave
R627,R063,SUTTER AV-RUTLD,3,IRT,346,,,Sutter Av-Rutland Rd,346,,,SUTTER AVE,,,,,Rutland Rd
R628,R064,SARATOGA AV,3,IRT,347,,,Saratoga Av,347,,,SARATOGA AVE,,,,,Saratoga Ave
R629,R065,ROCKAWAY AV,3,IRT,348,,,Rockaway Av,348,,,ROCKAWAY AVE,,,,,Rockaway Ave
R630,R066,JUNIUS ST,3,IRT,349,,,Junius St,349,,,,,,,,Sackman St
R631,R066,JUNIUS ST,3,IRT,349,,,Junius St,349,,,,,,Closed,,Junius St
R632,R067,PENNSYLVANIA AV,3,IRT,350,,,Pennsylvania Av,350,,,,,,,,Pennsylvania Ave
R633,R068,VAN SICLEN AV,3,IRT,351,,,Van Siclen Av,351,,,VAN SICLEN AVE,,,,,Van Siclen Ave
R634,R069,NEW LOTS AV,3,IRT,352,,,New Lots Av,352,,,NEW LOTS AVE,,,,,Ashford St
R635,R277,PRESIDENT ST,25,IRT,353,,,President Street-Medgar Evers College,353,,,,,,,,President St
R636,R209,STERLING ST,25,IRT,354,,,Sterling St,354,,,,,,,,Sterling St
R637,R451,WINTHROP ST,25,IRT,355,,,Winthrop St,355,,,,,,,,Winthrop St
R639,R109,CHURCH AV,25,IRT,356,,,Church Av,356,,,CHURCH AVE,,,,,Church Ave
R641,R210,BEVERLY RD,25,IRT,357,,,Beverly Rd,357,,,BEVERLY ROAD,,,,,Beverly Rd
R643,R135,NEWKIRK AV,25,IRT,358,,,Newkirk Av - Little Haiti,358,,,NEWKIRK AVE,,,,,N/B Newkirk Ave
R644,R135,NEWKIRK AV,25,IRT,358,,,Newkirk Av - Little Haiti,358,,,NEWKIRK AVE,,,,,S/B Newkirk Ave
R645,R110,FLATBUSH AV-B.C,25,IRT,359,,,Flatbush Av-Brooklyn College,359,,,"FLATBUSH AV,FLATBUSH AVE",,,,,N/B Flatbush Ave
R646,R110,FLATBUSH AV-B.C,25,IRT,359,,,Flatbush Av-Brooklyn College,359,,,"FLATBUSH AV,FLATBUSH AVE",,,,,Avenue H
R647,R110,FLATBUSH AV-B.C,25,IRT,359,,,Flatbush Av-Brooklyn College,359,,,"FLATBUSH AV,FLATBUSH AVE",,,,,S/B Flatbush Ave
R726,R329,MORRIS PARK,5,IRT,446,,,Morris Park,446,,,,,,,,Paulding Ave
R727,R430,PELHAM PKWY,5,IRT,445,,,Pelham Pkwy,445,,,"PELHAM PKY,PELHAM PARKWAY",,,,,Pelham Pkwy N
R728,R226,GUN HILL RD,5,IRT,444,,,Gun Hill Rd,444,,,GUN HILL ROAD,,,,,Gun Hill Rd
R729,R292,BAYCHESTER AV,5,IRT,443,,,Baychester Av,443,,,BAYCHESTER AVE,,,,,Thomas E. Brown Ave
R730,R431,EASTCHSTER/DYRE,5,IRT,442,,,Eastchester-Dyre Av,442,,,"DYRE AV,DYRE AVE",,,,,Dyre Ave
S101,R070,ST. GEORGE,1,SRT,501,,,St George,501,,,,,,,,Ferry Terminal Viaduct
S101A,R070,ST. GEORGE,1,SRT,501,,,St George,501,,,,,,,,Richmond Terrace
S102,R165,TOMPKINSVILLE,1,SRT,502,,,Tompkinsville,502,,,,,,,,Victory Blvd
JFK01,R535,HOWARD BCH JFK,A,IND,700,,,Howard Beach,700,,,JFK HOWARD BCH,,,,,
JFK02,R535,HOWARD BCH JFK,A,IND,700,,,Howard Beach,700,,,JFK HOWARD BCH,,,,,
JFK03,R536,JFK JAMAICA CT1,E,IND,701,,,Jamaica,701,,,"JFK JAMAICA CT1,SUTPHIN-ARCHER",2272,,,,Sutphin Blvd
JFK04,R537,JFK JAMAICA CT2,E,IND,701,,,Jamaica,701,,,,,,Closed,,
LGA01,R538,LGA AIRPORT CTB,7,IRT,1000,,,LaGuardia Airport,1000,,,,,,Vending,,
LGA02,R538,LGA AIRPORT CTB,7,IRT,1000,,,LaGuardia Airport,1000,,,,,,Vending,,
LI001,R526,LIB-HEMPSTEAD,F,LIB,1001,,,Hempstead Transit Center,1001,,,,,,Vending,,"68 W Columbia St, Hempstead, NY 11550"
MCB1,R457,METROCARD BUS 1,23,BMT,1004,,,MetroCard Bus,1004,,,,,,Vending,,
MCB2,R458,METROCARD BUS 2,23,BMT,1004,,,MetroCard Bus,1004,,,,,,Vending,,
MCC07,R076,2 BDWY CUST SRV,45,IRT,1006,,,MTA Headquarters,1006,,,,,,Vending,,"2 Broadway, New York, NY 10004"
MCV1,R465,METROCARD VAN-1,1,BMT,1005,,,MetroCard Van,1005,,,,,,Vending,,
MCV2,R466,METROCARD VAN-2,1,BMT,1005,,,MetroCard Van,1005,,,,,,Vending,,
MCV3,R467,METROCARD VAN-3,1,BMT,1005,,,MetroCard Van,1005,,,,,,Vending,,
OB01,R459,ORCHARD BEACH,6,IND,750,,,Orchard Beach,750,,,,,,Closed,,
PTH01,R549,NEWARK HW BMEBE,1,PTH,900,,,Newark,900,,,,2294,,,,Platform B E/S
PTH02,R544,HARRISON,1,PTH,901,,,Harrison,901,,,,,,,,Frank E Rodgers Blvd S
PTH03,R552,JOURNAL SQUARE,1,PTH,902,,,Journal Square,902,,,,,,,,John F. Kennedy Blvd
PTH04,R551,GROVE STREET,1,PTH,903,,,Grove Street,903,,,,,,,,Grove St
PTH05,R543,EXCHANGE PLACE,1,PTH,904,,,Exchange Place,904,,,,,,,,Exchange Pl
PTH06,R546,PAVONIA/NEWPORT,1,PTH,905,,,Newport,905,,,,,,,,Town Square Pl
PTH07,R550,CITY / BUS,1,PTH,906,,,Hoboken,906,,,,2290,,,,River St
PTH08,R540,PATH WTC,1,PTH,907,,,WTC,907,,,,,,Closed,,Greenwich St
PTH09,R548,CHRISTOPHER ST,1,PTH,908,,,Christopher Street,908,,,,2279,,,,Greenwich-Hudson Sts
